Species	Family
Sebdeniales sp. BOLD:AAO6613	Florideophyceae
Sebdeniales sp. BOLD:AAO8772	Florideophyceae
Sebdeniales sp. BOLD:AAO8773	Florideophyceae
Sebdeniales sp. BOLD:AAO9307	Florideophyceae
Sebdeniales sp. BOLD:AAP0751	Florideophyceae
Bangiales sp. BOLD:AAO5040	Bangiophyceae
Bangiales sp. BOLD:AAO5559	Bangiophyceae
Bangiales sp. BOLD:AAO5719	Bangiophyceae
Bangiales sp. BOLD:AAO6262	Bangiophyceae
Callophyllis atrosanguinea	Florideophyceae
Callophyllis laingiana	Florideophyceae
Callophyllis ornata	Florideophyceae
Rhizopogonia	Florideophyceae
Rhizopogonia asperata	Florideophyceae
Thamnophyllis	Florideophyceae
Fulgeophyllis laingii	Florideophyceae
Pugetia sp. GCZ-2011	Florideophyceae
Callophyllis sp. GCZ-2011	Florideophyceae
Ectophora marginata	Florideophyceae
Timspurckia	Bangiophyceae
Porphyra sp. MDJL-2007	Bangiophyceae
Boldia sp. CRON	Compsopogonophyceae
Plocamium dilatatum	Florideophyceae
Plocamium fimbriatum	Florideophyceae
Plocamium lyngbyanum	Florideophyceae
Plocamium microcladioides	Florideophyceae
Plocamium raphelisianum	Florideophyceae
Plocamium suhrii	Florideophyceae
Plocamium cf. angustum 1 GWS-2011	Florideophyceae
Plocamium cf. angustum NZ 2 GWS-2011	Florideophyceae
Plocamium cf. angustum 3 GWS-2011	Florideophyceae
Plocamium cf. cirrhosum 1 GWS-2011	Florideophyceae
Plocamium cf. cirrhosum 2 GWS-2011	Florideophyceae
Plocamium cf. leptophyllum 1 GWS-2011	Florideophyceae
Plocamium cf. leptophyllum 2 GWS-2011	Florideophyceae
Plocamium cf. telfairiae 1 GWS-2011	Florideophyceae
Plocamium sp. 1cartilagineumAsia	Florideophyceae
Plocamium sp. Aus 1 GWS-2011	Florideophyceae
Plocamium sp. Aus 2 GWS-2011	Florideophyceae
Plocamium sp. Aus 3 GWS-2011	Florideophyceae
Plocamium sp. Aus 5 GWS-2011	Florideophyceae
Plocamium cf. pacificum 1 GWS-2011	Florideophyceae
Plocamium cf. cartilagineum NZ 1 GWS-2011	Florideophyceae
Plocamium cf. cartilagineum NZ 2 GWS-2011	Florideophyceae
Plocamium cf. cartilagineum NZ 3 GWS-2011	Florideophyceae
Plocamium cf. angustum 4 GWS-2011	Florideophyceae
Euthora timburtonii	Florideophyceae
Hymenena kylinii	Florideophyceae
Gloiocladia australis	Florideophyceae
Acrothamnion butlerae	Florideophyceae
Aglaothamnion boergesenii	Florideophyceae
Aglaothamnion cordatum	Florideophyceae
Ahnfeltiopsis pygmaea	Florideophyceae
Amphiroa valonioides	Florideophyceae
Antithamnion antillanum	Florideophyceae
Antithamnion decipiens	Florideophyceae
Antithamnion erucacladellum	Florideophyceae
Balliella	Florideophyceae
Balliella repens	Florideophyceae
Ceramium codii	Florideophyceae
Ceramium hanaense	Florideophyceae
Ceramium womersleyi	Florideophyceae
Chamaebotrys boergesenii	Florideophyceae
Chondria arcuata	Florideophyceae
Chondrophycus undulatus	Florideophyceae
Chrysymenia kaernbachii	Florideophyceae
Chrysymenia okamurae	Florideophyceae
Corallophila huysmansii	Florideophyceae
Crouania minutissima	Florideophyceae
Cryptonemia yendoi	Florideophyceae
Dasya corymbifera	Florideophyceae
Dasya kristeniae	Florideophyceae
Dasya murrayana	Florideophyceae
Dermonema	Florideophyceae
Dermonema pulvinatum	Florideophyceae
Diplothamnion	Florideophyceae
Diplothamnion jolyi	Florideophyceae
Dotyophycus yamadae	Florideophyceae
Dudresnaya hawaiiensis	Florideophyceae
Dudresnaya littleri	Florideophyceae
Gelidiella machrisiana	Florideophyceae
Ceratodictyon scoparium	Florideophyceae
Gracilaria abbottiana	Florideophyceae
Gracilaria dawsonii	Florideophyceae
Gracilaria epihippisora	Florideophyceae
Griffithsia heteromorpha	Florideophyceae
Griffithsia schousboei	Florideophyceae
Griffithsia subcylindrica	Florideophyceae
Haliptilon subulatum	Florideophyceae
Haloplegma	Florideophyceae
Haloplegma duperreyi	Florideophyceae
Halymenia stipitata	Florideophyceae
Helminthocladia rhizoidea	Florideophyceae
Heterosiphonia crispella	Florideophyceae
Hypneocolax	Florideophyceae
Hypneocolax stellaris	Florideophyceae
Hypneocolax stellaris subsp. orientalis	Florideophyceae
Hypoglossum rhizophorum	Florideophyceae
Kallymenia sessilis	Florideophyceae
Kallymenia thompsonii	Florideophyceae
Laurencia brachyclados	Florideophyceae
Palisada crustiformans	Florideophyceae
Laurencia decumbens	Florideophyceae
Laurencia galtsoffii	Florideophyceae
Laurencia tenera	Florideophyceae
Liagora robusta	Florideophyceae
Lophocladia kipukaia	Florideophyceae
Sarcomeniaceae	Florideophyceae
Malaconema	Florideophyceae
Malaconema minimum	Florideophyceae
Monosporus indicus	Florideophyceae
Palisada yamadana	Florideophyceae
Peleophycus	Florideophyceae
Peleophycus multiprocarpium	Florideophyceae
Perikladosporon	Florideophyceae
Perikladosporon percurrens	Florideophyceae
Platoma ardreanum	Florideophyceae
Neosiphonia upolensis	Florideophyceae
Rhodolachne	Florideophyceae
Rhodolachne decussata	Florideophyceae
Scinaia furcata	Florideophyceae
Scinaia hormoides	Florideophyceae
Spirocladia	Florideophyceae
Spirocladia barodensis	Florideophyceae
Spirocladia hodgsoniae	Florideophyceae
Tayloriella dictyurus	Florideophyceae
Trichogloea requienii	Florideophyceae
Vanvoorstia coccinea	Florideophyceae
Wrangelia argus	Florideophyceae
Wrangelia bicuspidata	Florideophyceae
Chondrophycus dotyi	Florideophyceae
Erythrotrichia sp. ARS-2011	Compsopogonophyceae
Gayliella sp. ARS-2011	Florideophyceae
Gelidiella sp. ARS-2011	Florideophyceae
Neogoniolithon fosliei	Florideophyceae
unclassified Stylonemataceae	Stylonematophyceae
Stylonemataceae sp. ARS-2011	Stylonematophyceae
Griffithsia sp. ARS-2011	Florideophyceae
Herposiphonia sp. ARS-2011	Florideophyceae
Heterosiphonia sp. ARS-2011	Florideophyceae
Hydrolithon sp. ARS-2011	Florideophyceae
Hypnea sp. ARS-2011	Florideophyceae
Jania sp. ARS-2011	Florideophyceae
Kallymenia sp. ARS-2011	Florideophyceae
Kappaphycus sp. ARS-2011	Florideophyceae
Laurencia sp. ARS-2011	Florideophyceae
Halymeniales sp. ARS-2011	Florideophyceae
Liagora sp. ARS-2011	Florideophyceae
Lophocladia sp. ARS-2011	Florideophyceae
Martensia sp. ARS-2011	Florideophyceae
Mastophora sp. ARS-2011	Florideophyceae
Metamastophora sp. ARS-2011	Florideophyceae
Peyssonnelia sp. ARS-2011	Florideophyceae
Phymatolithon sp. ARS-2011	Florideophyceae
Platoma sp. ARS-2011	Florideophyceae
Pleonosporium sp. ARS-2011	Florideophyceae
Polysiphonia sp. ARS-2011	Florideophyceae
Porphyra sp. ARS-2011	Bangiophyceae
Predaea sp. ARS-2011	Florideophyceae
Pseudobangia sp. ARS-2011	Bangiophyceae
Pterocladiella sp. ARS-2011	Florideophyceae
Reticulocaulis sp. ARS-2011	Florideophyceae
Rhodachlya sp. ARS-2011	Florideophyceae
unclassified Naccariaceae	Florideophyceae
Naccariaceae sp. ARS-2011	Florideophyceae
Nemastomatales sp. ARS-2011	Florideophyceae
Rhodymenia sp. ARS-2011	Florideophyceae
Spongites sp. ARS-2011	Florideophyceae
Sporolithon sp. ARS-2011	Florideophyceae
Trichogloea sp. ARS-2011	Florideophyceae
Tricleocarpa sp. ARS-2011	Florideophyceae
Wrangelia sp. ARS-2011	Florideophyceae
Rhodophyta sp. ARS-2011	NA
Rhodymeniales sp. ARS-2011	Florideophyceae
Aglaothamnion sp. ARS-2011	Florideophyceae
Ahnfeltiopsis sp. ARS-2011	Florideophyceae
Amphiroa sp. ARS-2011	Florideophyceae
Anotrichium sp. ARS-2011	Florideophyceae
Antithamnion sp. ARS-2011	Florideophyceae
Antithamnionella sp. ARS-2011	Florideophyceae
Arthrocardia sp. ARS-2011	Florideophyceae
Caulacanthus sp. ARS-2011	Florideophyceae
Centroceras sp. ARS-2011	Florideophyceae
Ceramium sp. ARS-2011	Florideophyceae
Chantransia sp. ARS-2011	Florideophyceae
Chondracanthus sp. ARS-2011	Florideophyceae
Chondria sp. ARS-2011	Florideophyceae
Chondrophycus sp. ARS-2011	Florideophyceae
Chrysymenia sp. ARS-2011	Florideophyceae
Colaconema sp. ARS-2011	Florideophyceae
Corallina sp. ARS-2011	Florideophyceae
Crouania sp. ARS-2011	Florideophyceae
Dasya sp. ARS-2011	Florideophyceae
Erythrocladia sp. ARS-2011	Compsopogonophyceae
Gelidiopsis sp. ARS-2011	Florideophyceae
Gelidium sp. ARS-2011	Florideophyceae
Gracilaria sp. ARS-2011	Florideophyceae
Corallinales sp. ARS-2011	Florideophyceae
Ceramiales sp. ARS-2011	Florideophyceae
Gigartinales sp. ARS-2011	Florideophyceae
unclassified Stylonematales	Stylonematophyceae
Stylonematales sp. ARS-2011	Stylonematophyceae
Grateloupia dalianensis	Florideophyceae
Grateloupia yangjiangensis	Florideophyceae
Mesophyllum lichenoides	Florideophyceae
Grateloupia yinggehaiensis	Florideophyceae
Grateloupia huangiae	Florideophyceae
Polysiphonia hemisphaerica	Florideophyceae
Antithamnion hubbsii	Florideophyceae
Eucheuma sp. B5	Florideophyceae
Eucheuma sp. B7	Florideophyceae
Kappaphycus sp. B4	Florideophyceae
Kappaphycus sp. B8	Florideophyceae
Kappaphycus sp. B9	Florideophyceae
Wildemania	Bangiophyceae
Wildemania amplissima	Bangiophyceae
Wildemania sp. HM080	Bangiophyceae
Bangia sp. CH620	Bangiophyceae
Lithothamnion crispatum	Florideophyceae
Sporolithon sp. NZC2175	Florideophyceae
Jania rosea	Florideophyceae
Jania sagittata	Florideophyceae
Arthrocardia sp. 1 NZ Twist-2018	Florideophyceae
Pneophyllum sp. NZC2023	Florideophyceae
Pneophyllum sp. NZC2019	Florideophyceae
Amphiroa anceps	Florideophyceae
Corallina sp. ASD200	Florideophyceae
Corallina sp. ASD026	Florideophyceae
Arthrocardia sp. 3 NZ Twist-2018	Florideophyceae
Lithophyllum riosmenae	Florideophyceae
Pugetia cryptica	Florideophyceae
Salishia sanguinea	Florideophyceae
Constantinea simplex	Florideophyceae
Crossocarpaceae	Florideophyceae
Beringia	Florideophyceae
Constantinea cf. simplex 1 BEC-2011	Florideophyceae
Ceramium rubrum var. barbatum	Florideophyceae
Ceramium circinatum	Florideophyceae
Ceramium obsoletum	Florideophyceae
Ceramium pusillum	Florideophyceae
Ceramium sp. CAM 414	Florideophyceae
Ceramium sp. CAM 1130	Florideophyceae
Acrochaetium moniliforme	Florideophyceae
Gracilariopsis cata-luziana	Florideophyceae
Gracilariopsis hommersandii	Florideophyceae
Gracilariopsis carolinensis	Florideophyceae
Gracilariopsis silvana	Florideophyceae
Plocamium sp. 2leptophyllum	Florideophyceae
Plocamium sp. 1cirrhosum	Florideophyceae
Plocamium sp. 4angustum	Florideophyceae
Plocamium sp. 5Aus	Florideophyceae
Grateloupia sp. ZD-2011	Florideophyceae
Batrachospermum hondongense	Florideophyceae
Batrachospermum longipedicellatum	Florideophyceae
Mastocarpus jardinii complex	Florideophyceae
Mastocarpus jardinii s.l. clade 1	Florideophyceae
Mastocarpus papillatus BOLD:AAA5480	Florideophyceae
Bangia sp. 1BAN	Bangiophyceae
Bangia sp. 2BAN	Bangiophyceae
Porphyra sp. 1FIH	Bangiophyceae
Wildemania sp. 5POR	Bangiophyceae
Stenogramma bamfieldiense	Florideophyceae
Stenogramma californicum	Florideophyceae
Ahnfeltia borealis	Florideophyceae
Gracilaria birdiae	Florideophyceae
Pyropia sp. 1POR	Bangiophyceae
Pyropia sp. 2Cal	Bangiophyceae
Pyropia sp. 6POR	Bangiophyceae
Pyropia thuretii	Bangiophyceae
Wildemania occidentalis	Bangiophyceae
Porphyra corallicola	Bangiophyceae
Pyropia njordii	Bangiophyceae
Boreophyllum birdiae	Bangiophyceae
Fuscifolium papenfussii	Bangiophyceae
Pyropia peggicovensis	Bangiophyceae
Grateloupia orientalis	Florideophyceae
Bulboplastis apyrenoidosa	Rhodellophyceae
Kappaphycus sp. TN/MYS/2010	Florideophyceae
Champia puertoricensis	Florideophyceae
Lomentaria rawitsheri	Florideophyceae
Chamaebotrys prolifera	Florideophyceae
Gloiocladia atlantica	Florideophyceae
Cresia	Florideophyceae
Cresia opalescens	Florideophyceae
Erythrotrichia welwitschii	Compsopogonophyceae
Porphyrostromium japonicum	Compsopogonophyceae
Porphyrostromium ligulatum	Compsopogonophyceae
Porphyrostromium ciliare	Compsopogonophyceae
Porphyrostromium pulvinatum	Compsopogonophyceae
Erythrotrichia sp. GCZ-2011	Compsopogonophyceae
Erythrocladia sp. GCZ-2011	Compsopogonophyceae
Erythrolobus australicus	Bangiophyceae
Sarcodia grandifolia	Florideophyceae
Sarcodia sp. 2 Bali-2008	Florideophyceae
Sarcodia sp. 1 Bali-2008	Florideophyceae
Sarcodia sp. SML-2011	Florideophyceae
Gracilaria stipitata	Florideophyceae
Gracilaria truncata	Florideophyceae
Neoizziella	Florideophyceae
Neoizziella asiatica	Florideophyceae
Neoizziella divaricata	Florideophyceae
Dermonema virens	Florideophyceae
Hymenena durvillei	Florideophyceae
Hymenenopsis heterophylla	Florideophyceae
Callophyllis concepcionensis	Florideophyceae
Psaromenia	Florideophyceae
Gracilaria taiwanensis	Florideophyceae
Hymenena sp. SML-2011	Florideophyceae
Batrachospermum cf. antipodites	Florideophyceae
Kumanoa sp. MCO-2011	Florideophyceae
Sirodotia sp. MCO-2011	Florideophyceae
Paralemanea sp. MCO-2011	Florideophyceae
Batrachospermum sp. MCO-2011	Florideophyceae
Chantransia pygmaea	Florideophyceae
Thorea sp. MCO-2011	Florideophyceae
Audouinella sinensis	Florideophyceae
Alatocladia yessoensis	Florideophyceae
Alatocladia	Florideophyceae
Alatocladia modesta	Florideophyceae
Bossiella plumosa	Florideophyceae
Calliarthron regenerans	Florideophyceae
Calliarthron setchelliae	Florideophyceae
Cheilosporum latissimum	Florideophyceae
Chiharaea	Florideophyceae
Chiharaea bodegensis	Florideophyceae
Corallina pinnatifolia	Florideophyceae
Corallina vancouveriensis	Florideophyceae
Lithophyllum impressum	Florideophyceae
Mesophyllum vancouveriense	Florideophyceae
Sinotubimorpha	Florideophyceae
Sinotubimorpha claviformis	Florideophyceae
Sinotubimorpha guangdongensis	Florideophyceae
Sinotubimorpha qingdaoensis	Florideophyceae
Sinotubimorpha ramosissima	Florideophyceae
Mastocarpus agardhii	Florideophyceae
Mastocarpus alaskensis	Florideophyceae
Mastocarpus californianus	Florideophyceae
Mastocarpus cristatus	Florideophyceae
Mastocarpus intermedius	Florideophyceae
Mastocarpus latissimus	Florideophyceae
Mastocarpus rigidus	Florideophyceae
Mastocarpus vancouveriensis	Florideophyceae
Ceratodictyon repens	Florideophyceae
Champia lumbricalis	Florideophyceae
Chrysymenia halymenioides	Florideophyceae
Chrysymenia ventricosa	Florideophyceae
Chrysymenia littleriana	Florideophyceae
Chrysymenia WES-2011	Florideophyceae
Champia viridis	Florideophyceae
Crassitegula sp. 1WA	Florideophyceae
Crassitegula imitans	Florideophyceae
Sebdenia sp. 1 GWS-2011	Florideophyceae
Sebdenia sp. 2 GWS-2011	Florideophyceae
Sebdenia sp. 1flabellata	Florideophyceae
unclassified Sebdeniaceae	Florideophyceae
Lesleigha howensis	Florideophyceae
Lesleigha sp. 1Phil	Florideophyceae
Lesleigha yamadae	Florideophyceae
Nemastoma gelatinosum	Florideophyceae
Pyropia denticulata	Bangiophyceae
Porphyra sp. GRB145	Bangiophyceae
Porphyra sp. GRB178	Bangiophyceae
Porphyra sp. GRB287	Bangiophyceae
Porphyra sp. JBCH26A	Bangiophyceae
Porphyra sp. MTR	Bangiophyceae
Porphyra sp. OSK	Bangiophyceae
Porphyra sp. ZBS	Bangiophyceae
Porphyra sp. ZGR	Bangiophyceae
Porphyra sp. ZPP	Bangiophyceae
Porphyra sp. ZSM	Bangiophyceae
Bangia sp. BCH	Bangiophyceae
Bangia sp. BFK	Bangiophyceae
Bangia sp. BGA	Bangiophyceae
Bangia sp. BJB	Bangiophyceae
Bangia sp. BMW	Bangiophyceae
Bangia sp. BNS	Bangiophyceae
Bangia sp. BPL	Bangiophyceae
Bangia sp. BRM	Bangiophyceae
Pyropia	Bangiophyceae
Pyropia californica	Bangiophyceae
Pyropia sp. DRB	Bangiophyceae
Pyropia sp. FAL	Bangiophyceae
Pyropia sp. MIG	Bangiophyceae
Pyropia francisii	Bangiophyceae
Pyropia sp. ROS125	Bangiophyceae
Pyropia sp. SMR	Bangiophyceae
Pyropia sp. STI	Bangiophyceae
Pyropia sp. WRO	Bangiophyceae
Pyropia cf. crassa	Bangiophyceae
Pyropia cf. thuretii	Bangiophyceae
Lysithea	Bangiophyceae
Lysithea adamsiae	Bangiophyceae
Clymene	Bangiophyceae
Clymene coleana	Bangiophyceae
Boreophyllum	Bangiophyceae
Boreophyllum pseudocrassum	Bangiophyceae
Clymene sp. TTS	Bangiophyceae
Leptofauchea leptophylla	Florideophyceae
Pyropia sp. Piaui	Bangiophyceae
Pyropia sp. Antar68	Bangiophyceae
Wildemania sp. Antar23	Bangiophyceae
Salishia	Florideophyceae
Callophycus densus	Florideophyceae
Gracilaria viridis	Florideophyceae
Symphyocladia jejuinsula	Florideophyceae
Pterosiphonia sp. MKS-2011	Florideophyceae
Nothogenia sp. M36	Florideophyceae
Archestenogramma	Florideophyceae
Archestenogramma profundum	Florideophyceae
Kappaphycus sp. D-12	Florideophyceae
Solieria sp. PEL-2011	Florideophyceae
Gastroclonium pacificum	Florideophyceae
Callophyllis lambertii	Florideophyceae
Callophyllis lingulata	Florideophyceae
Callophyllis obtusifolia	Florideophyceae
Callophyllis macrostiolata	Florideophyceae
Grateloupia okamurae	Florideophyceae
Neorhodomela munita	Florideophyceae
Yonagunia zollingeri	Florideophyceae
Pyropia leucosticta A	Bangiophyceae
Pyropia sp. DK	Bangiophyceae
Pyropia thulaea	Bangiophyceae
Wildemania variegata	Bangiophyceae
Wildemania abyssicola	Bangiophyceae
Wildemania norrisii	Bangiophyceae
Wildemania schizophylla	Bangiophyceae
Champia bifida	Florideophyceae
Champia expansa	Florideophyceae
Champia sp. MS-2012-1	Florideophyceae
Champia lubrica	Florideophyceae
Porphyra sp. FO	Bangiophyceae
Bossiella sp. 10GWS	Florideophyceae
Bossiella chiloensis	Florideophyceae
Corallina caespitosa	Florideophyceae
Bossiella frondescens	Florideophyceae
Pseudolithophyllum sp. 5muricatum	Florideophyceae
Pseudolithophyllum sp. 16muricatum	Florideophyceae
Pseudolithophyllum sp. 19muricatum	Florideophyceae
Corallina sp. 1California	Florideophyceae
Corallina sp. 1GWS	Florideophyceae
Corallina sp. 2frondescens	Florideophyceae
Corallina sp. 2vancouveriensis	Florideophyceae
Corallina sp. 3frondescens	Florideophyceae
Corallina sp. 4frondescens	Florideophyceae
Corallina sp. 5frondescens	Florideophyceae
Corallina officinalis var. chilensis	Florideophyceae
Gracilaria sp. NA11-2	Florideophyceae
Grateloupia huanghaiensis	Florideophyceae
Ceramium riosmenae	Florideophyceae
Audouinella heterospora	Florideophyceae
Sirodotia goebelii	Florideophyceae
Sirodotia aff. huillensis	Florideophyceae
Caloglossa fluviatilis	Florideophyceae
Caloglossa confusa	Florideophyceae
Amphiroa zonata	Florideophyceae
Chiharaea americana	Florideophyceae
Chiharaea silvae	Florideophyceae
Corallina crassissima	Florideophyceae
Corallina aberrans	Florideophyceae
Chondracanthus sp. FM-2012	Florideophyceae
Solieria sp. FM-2012	Florideophyceae
Corallina sp. 5Korea	Florideophyceae
Gracilaria sp. NKT57	Florideophyceae
Osmundea sp. JDZ-2012	Florideophyceae
Stauromenia australis	Florideophyceae
Cyanidiales sp. DJS-2012	Bangiophyceae
Laurencia aldingensis	Florideophyceae
Laurencia oliveirana	Florideophyceae
Pyropia raulaguilarii	Bangiophyceae
Gracilaria chouae	Florideophyceae
Gelidium pusillum 2 MEPM-2012	Florideophyceae
Neogoniolithon trichotomum	Florideophyceae
Gracilaria isabellana	Florideophyceae
Gracilaria sp. MCO-2012	Florideophyceae
Gracilaria ferox	Florideophyceae
Pyropia suborbiculata	Bangiophyceae
Gracilaria brasiliensis	Florideophyceae
Gracilaria sp. MCO-2012b	Florideophyceae
Halopeltis sp. 1LH	Florideophyceae
Halopeltis adnata	Florideophyceae
Halopeltis pellucida	Florideophyceae
Halopeltis sp. 1SA	Florideophyceae
Rhodella sp. MS-2012	Rhodellophyceae
Betaphycus gelatinus	Florideophyceae
Kappaphycus sp. YS-2012	Florideophyceae
Kumanoa vittata	Florideophyceae
Kumanoa skujana	Florideophyceae
Kumanoa procarpa	Florideophyceae
Kumanoa americana	Florideophyceae
Kumanoa gudjewga	Florideophyceae
Kumanoa novaecaledonensis	Florideophyceae
Kumanoa curvata	Florideophyceae
Kumanoa iriomotensis	Florideophyceae
Kumanoa faroensis	Florideophyceae
Kumanoa mahlacensis	Florideophyceae
Kumanoa tabagatenensis	Florideophyceae
Kumanoa gracillima	Florideophyceae
Kumanoa louisianae	Florideophyceae
Kumanoa holtonii	Florideophyceae
Callophyllis beringensis	Florideophyceae
Callophyllis dissecta	Florideophyceae
Callophyllis heanophylla	Florideophyceae
Callophyllis linearis	Florideophyceae
Callophyllis radula	Florideophyceae
Callophyllis thompsonii	Florideophyceae
Callophyllis schneideri	Florideophyceae
Gigartinales sp. TLS-2012	Florideophyceae
Glaphyrymenia	Florideophyceae
Glaphyrymenia pustulosa	Florideophyceae
Pyropia sp. GCI	Bangiophyceae
Claudea elegans	Florideophyceae
Cumathamnion	Florideophyceae
Cumathamnion sympodophyllum	Florideophyceae
Membranoptera platyphylla	Florideophyceae
Pantoneura	Florideophyceae
Membranoptera fabriciana	Florideophyceae
Paraglossum sp. GWS-2012b	Florideophyceae
Branchioglossum bipinnatifidum	Florideophyceae
Hemineura sp. 1TAS	Florideophyceae
Heterodoxia sp. 2denticulata	Florideophyceae
Cumathamnion serrulatum	Florideophyceae
Pyropia pseudolanceolata	Bangiophyceae
Pyropia sp. AGC-2012	Bangiophyceae
Callophyllis cervicornis	Florideophyceae
Thamnophyllis sp. 1AUS	Florideophyceae
Callophyllis sp. BEC-2012b	Florideophyceae
Aglaothamnion oosumiense	Florideophyceae
Kappaphycus sp. 'Hainan'	Florideophyceae
Kappaphycus sp. 'Indonesia'	Florideophyceae
Stauromenia lacerata	Florideophyceae
Austrophyllis	Florideophyceae
Austrophyllis alcicornis	Florideophyceae
Austrophyllis harveyana	Florideophyceae
Neosiphonia peruviensis	Florideophyceae
Callophyllis sp. JC-2012	Florideophyceae
Kumanoa intorta	Florideophyceae
Hydropuntia preissiana	Florideophyceae
Hydropuntia changii	Florideophyceae
Hydropuntia multifurcata	Florideophyceae
Hydropuntia fisheri	Florideophyceae
Gracilaria sp. 1 MYY-2012	Florideophyceae
Gracilaria sp. 2 MYY-2012	Florideophyceae
Gracilaria sp. 3 MYY-2012	Florideophyceae
Gracilaria sp. 4 MYY-2012	Florideophyceae
Gracilaria sp. 5 MYY-2012	Florideophyceae
unclassified Gracilaria	Florideophyceae
Callophyllis odonthalioides	Florideophyceae
Meredithia nana	Florideophyceae
Cirrulicarpus polycoelioides	Florideophyceae
Austrokallymenia cribrogloea	Florideophyceae
Polycoelia	Florideophyceae
Polycoelia laciniata	Florideophyceae
Ectophora	Florideophyceae
Callophyllis sp. BEC-2012d	Florideophyceae
Thamnophyllis sp. BEC-2012	Florideophyceae
Gelidium koshikianum	Florideophyceae
unclassified Gelidiaceae	Florideophyceae
Gelidium sp. GHB-2012	Florideophyceae
Odonthalia dentata	Florideophyceae
Polyostea arctica	Florideophyceae
Rhodomela lycopodioides	Florideophyceae
Rhodomela sp. 2confervoides	Florideophyceae
